Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Afghanistan,AFG,..,63.5439987182617,50.273998260498,47.8680000305176,45.9169998168945,44.1479988098145,42.3810005187988,40.6570014953613,38.3580017089844,37.5979995727539,36.976001739502,36.4080009460449
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Albania,ALB,..,43.523998260498,38.8129997253418,37.6049995422363,37.5670013427734,37.4329986572266,36.7820014953613,35.8880004882813,35.0620002746582,34.3139991760254,33.8089981079102,33.2939987182617
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Algeria,DZA,..,23.6229991912842,12.3030004501343,12.2950000762939,12.1960000991821,11.9700002670288,11.7430000305176,11.5340003967285,11.3599996566772,11.2150001525879,11.0380001068115,10.8870000839233
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Angola,AGO,..,29.6490001678467,44.5169982910156,43.9959983825684,43.7900009155273,43.6780014038086,43.7980003356934,44.0810012817383,44.1360015869141,44.3520011901855,44.3429985046387,44.226001739502
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Argentina,ARG,..,0.98199999332428,0.876999974250793,0.843999981880188,0.889999985694885,0.819999992847443,0.39300000667572,0.189999997615814,0.090999998152256,0.122000001370907,0.123999997973442,0.119999997317791
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Armenia,ARM,..,38.8279991149902,33.1370010375977,31.3369998931885,29.0440006256104,29.9360008239746,31.2280006408691,30.7560005187988,28.3099994659424,27.5559997558594,26.9160003662109,26.3150005340576
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Australia,AUS,..,5.96400022506714,3.58699989318848,3.53800010681152,3.41400003433228,3.61800003051758,3.30699992179871,3.42600011825562,3.41000008583069,3.43499994277954,3.36700010299683,3.31100010871887
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Austria,AUT,..,5.7979998588562,5.18100023269653,5.05299997329712,4.91800022125244,5.07499980926514,4.81500005722046,4.71999979019165,4.15100002288818,4.05399990081787,3.94700002670288,3.8510000705719
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Azerbaijan,AZE,..,36.5610008239746,32.185001373291,31.7439994812012,31.0639991760254,31.1959991455078,30.9799995422363,30.9479999542236,30.9120006561279,30.9139995574951,30.6809997558594,30.423999786377
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,"Bahamas, The",BHS,..,6.77199983596802,4.69500017166138,4.59000015258789,4.47100019454956,4.30800008773804,4.20599985122681,4.06599998474121,3.94600009918213,3.88199996948242,3.76399993896484,3.68499994277954
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Bahrain,BHR,..,2.01699995994568,1.36500000953674,1.3639999628067,1.36000001430511,1.35399997234344,1.35000002384186,1.31200003623962,1.27499997615814,1.24500000476837,1.21599996089935,1.18799996376038
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Bangladesh,BGD,..,60.7309989929199,39.8979988098145,38.8040008544922,37.773998260498,36.8520011901855,35.7330017089844,34.6529998779297,32.5550003051758,31.4349994659424,30.5289993286133,29.6949996948242
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Barbados,BRB,..,4.97399997711182,4.27500009536743,3.46099996566772,3.4760000705719,4.08300018310547,4.22300004959106,3.85199999809265,3.7720000743866,3.72499990463257,3.65400004386902,3.56399989128113
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Belarus,BLR,..,19.1889991760254,13.7810001373291,13.5459995269775,13.2320003509521,12.9829998016357,12.8319997787476,12.8669996261597,14.1730003356934,14.8870000839233,14.5769996643066,14.3240003585815
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Belgium,BEL,..,2.4300000667572,1.64199995994568,1.56900000572205,1.79799997806549,1.54499995708466,1.56400001049042,1.67599999904633,1.55200004577637,1.30400002002716,1.27400004863739,1.24699997901917
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Belize,BLZ,..,34.7200012207031,26.8430004119873,26.5520000457764,26.3470001220703,25.8460006713867,25.9009990692139,26.7789993286133,24.6180000305176,24.3250007629395,24.1070003509521,23.8239994049072
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Benin,BEN,..,53.5149993896484,50.806999206543,50.382999420166,49.6510009765625,49.0110015869141,48.7630004882813,48.609001159668,47.9469985961914,47.2290000915527,46.6370010375977,46.0839996337891
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Bhutan,BTN,..,58.2080001831055,54.2130012512207,50.9099998474121,49.4889984130859,49.9959983825684,52.2859992980957,51.173999786377,50.689998626709,50.3269996643066,49.6949996948242,49.0410003662109
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Bolivia,BOL,..,40.1780014038086,29.3349990844727,28.1660003662109,29.261999130249,30.4750003814697,27.5429992675781,30.0450000762939,30.3999996185303,31.0440006256104,30.7800006866455,30.5049991607666
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Bosnia and Herzegovina,BIH,..,23.2430000305176,18.80299949646,19.3050003051758,17.9680004119873,16.798999786377,17.4029998779297,18.0650005340576,16.7310009002686,15.5150003433228,15.3000001907349,15.076000213623
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Botswana,BWA,..,22.0930004119873,28.2150001525879,27.8299999237061,26.9589996337891,26.4720001220703,26.3239994049072,25.8500003814697,25.492000579834,25.0160007476807,24.6580009460449,24.2810001373291
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Brazil,BRA,..,20.7479991912842,15.8149995803833,15.4230003356934,15.0799999237061,14.0240001678467,13.9460000991821,14.0469999313354,13.2840003967285,13.0640001296997,13.0179996490479,12.8780002593994
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Brunei Darussalam,BRN,..,1.38699996471405,0.739000022411346,0.698000013828278,0.66100001335144,0.625,0.952000021934509,1.4099999666214,2.03200006484985,2.00999999046326,1.99100005626678,1.97399997711182
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Bulgaria,BGR,..,15.418999671936,8.53400039672852,8.38199996948242,8.64799976348877,9.18400001525879,9.08800029754639,8.94200038909912,9.17199993133545,8.60400009155273,8.3730001449585,8.21199989318848
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Burkina Faso,BFA,..,84.802001953125,50.992000579834,46.367000579834,41.6510009765625,36.8979988098145,35.5849990844727,34.3040008544922,33.1590003967285,32.1189994812012,31.375,30.7390003204346
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Burundi,BDI,..,87.2409973144531,87.427001953125,87.370002746582,87.3759994506836,87.286003112793,87.4599990844727,87.5449981689453,87.6149978637695,87.6529998779297,87.7160034179688,87.7710037231445
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Cabo Verde,CPV,..,27.9759998321533,19.8859996795654,19.7059993743896,19.4769992828369,19.2360000610352,19.0259990692139,18.4869995117188,17.9869995117188,16.068000793457,15.6120004653931,15.201000213623
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Cambodia,KHM,..,72.0749969482422,55.814998626709,52.1139984130859,48.2000007629395,44.7480010986328,40.4550018310547,34.875,33.1150016784668,31.6539993286133,30.3269996643066,29.1979999542236
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Cameroon,CMR,..,63.1749992370605,48.0359992980957,46.2540016174316,44.3810005187988,42.6360015869141,41.8380012512207,41.1459999084473,40.5410003662109,39.9469985961914,39.4739990234375,39.0349998474121
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Canada,CAN,..,3.24399995803833,2.41000008583069,2.33200001716614,2.40100002288818,2.30800008773804,2.20900011062622,2.11299991607666,2.01999998092651,1.98099994659424,1.94599997997284,1.91199994087219
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Central African Republic,CAF,..,75.9410018920898,74.8379974365234,74.5070037841797,75.3789978027344,75.2070007324219,74.9290008544922,74.6510009765625,74.3690032958984,74.1330032348633,73.9580001831055,73.7789993286133
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Chad,TCD,..,80.8399963378906,78.2620010375977,77.9980010986328,77.947998046875,77.713996887207,77.7040023803711,78.0270004272461,78.109001159668,78,77.9599990844727,77.8190002441406
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Channel Islands,CHI,..,7.26000022888184,5.82800006866455,5.69199991226196,5.55399990081787,5.39499998092651,5.25,5.1230001449585,5,4.87799978256226,4.77400016784668,4.67600011825562
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Chile,CHL,..,19.5200004577637,13.6890001296997,13.33899974823,12.7440004348755,12.8179998397827,12.7489995956421,12.6960000991821,12.0369997024536,12.1190004348755,11.9259996414185,11.6619997024536
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,China,CHN,..,53.5499992370605,37.2919998168945,36.0400009155273,33.8969993591309,32.0250015258789,31.0440006256104,30.1100006103516,29.3040008544922,28.3290004730225,27.5049991607666,26.7940006256104
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Colombia,COL,..,32.3040008544922,25.30299949646,24.3990001678467,23.4820003509521,22.9050006866455,22.382999420166,22.3549995422363,22.8840007781982,23.068000793457,22.9169998168945,22.7159996032715
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Comoros,COM,..,51.8330001831055,48.8370018005371,48.4799995422363,48.056999206543,47.7929992675781,47.6129989624023,47.3450012207031,47.015998840332,46.6660003662109,46.5250015258789,46.1459999084473
